YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2018,Virginia,Percent of adults who engage in no leisure-time physical activity,15.4,25 - 34,"(37.54268067400045, -78.45789046299967)"
2018,Maryland,Percent of adults aged 18 years and older who have obesity,36.9,35 - 44,"(39.29058096400047, -76.60926011099963)"
2018,Missouri,Percent of adults aged 18 years and older who have an overweight classification,21.5,18 - 24,"(38.635790776000476, -92.56630005299968)"
2018,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,34.1,45 - 54,"(33.998821303000454, -81.04537120699968)"
2018,Utah,Percent of adults who engage in no leisure-time physical activity,19.6,55 - 64,"(39.360700171000474, -111.58713063499971)"
2018,Texas,Percent of adults aged 18 years and older who have obesity,38.6,45 - 54,"(31.827240407000488, -99.42677020599967)"
2018,Hawaii,Percent of adults aged 18 years and older who have obesity,30.3,35 - 44,"(21.304850435000446, -157.85774940299973)"
2018,Nebraska,Percent of adults aged 18 years and older who have obesity,32.4,65 or older,"(41.6410409880005, -99.36572062299967)"
2014,Guam,Percent of adults aged 18 years and older who have obesity,29.4,45 - 54,"(13.444304, 144.793731)"
2018,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,31.1,35 - 44,"(38.66551020200046, -80.71264013499967)"
2018,Georgia,Percent of adults who engage in no leisure-time physical activity,15.5,18 - 24,"(32.83968109300048, -83.62758034599966)"
2018,New York,Percent of adults aged 18 years and older who have an overweight classification,36.8,45 - 54,"(42.82700103200045, -75.54397042699964)"
2018,California,Percent of adults who engage in no leisure-time physical activity,17.7,25 - 34,"(37.63864012300047, -120.99999953799971)"
2018,Oklahoma,Percent of adults who engage in no leisure-time physical activity,13.7,18 - 24,"(35.47203135600046, -97.52107021399968)"
2013,Rhode Island,Percent of adults aged 18 years and older who have an overweight classification,37.5,25 - 34,"(41.708280193, -71.522470314)"
2018,Oklahoma,Percent of adults aged 18 years and older who have an overweight classification,25.1,18 - 24,"(35.47203135600046, -97.52107021399968)"
2018,Nevada,Percent of adults aged 18 years and older who have an overweight classification,36.4,25 - 34,"(39.493240390000494, -117.07184056399967)"
2018,Nebraska,Percent of adults who engage in no leisure-time physical activity,17.8,25 - 34,"(41.6410409880005, -99.36572062299967)"
2018,New Jersey,Percent of adults who engage in no leisure-time physical activity,38.0,65 or older,"(40.13057004800049, -74.27369128799967)"
2018,Iowa,Percent of adults aged 18 years and older who have obesity,34.6,25 - 34,"(42.46940091300047, -93.81649055599968)"
2018,Nebraska,Percent of adults aged 18 years and older who have obesity,20.3,18 - 24,"(41.6410409880005, -99.36572062299967)"
2018,Illinois,Percent of adults aged 18 years and older who have obesity,27.4,25 - 34,"(40.48501028300046, -88.99771017799969)"
2018,Georgia,Percent of adults aged 18 years and older who have obesity,36.5,55 - 64,"(32.83968109300048, -83.62758034599966)"
2018,Virginia,Percent of adults aged 18 years and older who have obesity,15.9,18 - 24,"(37.54268067400045, -78.45789046299967)"
2018,Massachusetts,Percent of adults aged 18 years and older who have an overweight classification,37.9,45 - 54,"(42.27687047000046, -72.08269067499964)"
2018,Oregon,Percent of adults who engage in no leisure-time physical activity,14.6,25 - 34,"(44.56744942400047, -120.15503132599969)"
2018,South Carolina,Percent of adults aged 18 years and older who have obesity,43.6,45 - 54,"(33.998821303000454, -81.04537120699968)"
2018,Virginia,Percent of adults aged 18 years and older who have obesity,29.2,65 or older,"(37.54268067400045, -78.45789046299967)"
2018,New Hampshire,Percent of adults who engage in no leisure-time physical activity,13.7,18 - 24,"(43.65595011300047, -71.50036091999965)"
2016,Alaska,Percent of adults aged 18 years and older who have an overweight classification,35.8,45 - 54,"(64.845079957001, -147.722059036)"
2016,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,26.5,18 - 24,"(44.393191174, -89.816370742)"
2018,Guam,Percent of adults aged 18 years and older who have obesity,27.6,55 - 64,"(13.444304, 144.793731)"
2018,Idaho,Percent of adults who engage in no leisure-time physical activity,26.7,65 or older,"(43.682630005000476, -114.3637300419997)"
2018,Pennsylvania,Percent of adults who engage in no leisure-time physical activity,20.9,35 - 44,"(40.79373015200048, -77.86070029399963)"
2018,Minnesota,Percent of adults aged 18 years and older who have obesity,32.5,35 - 44,"(46.35564873600049, -94.79420050299967)"
2018,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,37.6,45 - 54,"(47.47531977900047, -100.11842104899966)"
2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,34.7,55 - 64,"(40.79373015200048, -77.86070029399963)"
2018,New Mexico,Percent of adults aged 18 years and older who have obesity,39.7,45 - 54,"(34.52088095200048, -106.24058098499967)"
2018,Michigan,Percent of adults aged 18 years and older who have obesity,38.9,45 - 54,"(44.6613195430005, -84.71439026999968)"
2018,Washington,Percent of adults aged 18 years and older who have obesity,34.7,45 - 54,"(47.52227862900048, -120.47001078999972)"
2018,Montana,Percent of adults aged 18 years and older who have an overweight classification,29.2,18 - 24,"(47.06652897200047, -109.42442064499971)"
2018,District of Columbia,Percent of adults aged 18 years and older who have an overweight classification,22.0,18 - 24,"(38.89037138500049, -77.03196112699965)"
2018,Puerto Rico,Percent of adults who engage in no leisure-time physical activity,50.9,45 - 54,"(18.220833, -66.590149)"
2018,Louisiana,Percent of adults aged 18 years and older who have obesity,31.8,65 or older,"(31.31266064400046, -92.44568007099969)"
2018,Utah,Percent of adults aged 18 years and older who have obesity,34.0,45 - 54,"(39.360700171000474, -111.58713063499971)"
2018,Florida,Percent of adults aged 18 years and older who have an overweight classification,38.9,65 or older,"(28.932040377000476, -81.92896053899966)"
2018,Missouri,Percent of adults aged 18 years and older who have obesity,41.9,35 - 44,"(38.635790776000476, -92.56630005299968)"
2018,Iowa,Percent of adults aged 18 years and older who have an overweight classification,34.9,45 - 54,"(42.46940091300047, -93.81649055599968)"
2018,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,37.3,35 - 44,"(46.35564873600049, -94.79420050299967)"
2018,West Virginia,Percent of adults aged 18 years and older who have obesity,43.0,55 - 64,"(38.66551020200046, -80.71264013499967)"
2018,Wyoming,Percent of adults aged 18 years and older who have an overweight classification,35.4,25 - 34,"(43.23554134300048, -108.10983035299967)"
2018,Wisconsin,Percent of adults who engage in no leisure-time physical activity,30.9,65 or older,"(44.39319117400049, -89.81637074199966)"
2018,New Mexico,Percent of adults who engage in no leisure-time physical activity,17.4,18 - 24,"(34.52088095200048, -106.24058098499967)"
2018,Iowa,Percent of adults who engage in no leisure-time physical activity,16.6,18 - 24,"(42.46940091300047, -93.81649055599968)"
2018,Guam,Percent of adults who engage in no leisure-time physical activity,24.8,25 - 34,"(13.444304, 144.793731)"
2018,Vermont,Percent of adults who engage in no leisure-time physical activity,12.4,18 - 24,"(43.62538123900049, -72.51764079099962)"
2018,Vermont,Percent of adults aged 18 years and older who have obesity,33.8,45 - 54,"(43.62538123900049, -72.51764079099962)"
2018,Montana,Percent of adults who engage in no leisure-time physical activity,15.0,18 - 24,"(47.06652897200047, -109.42442064499971)"
2018,Louisiana,Percent of adults aged 18 years and older who have an overweight classification,38.8,65 or older,"(31.31266064400046, -92.44568007099969)"
2018,Illinois,Percent of adults who engage in no leisure-time physical activity,36.9,65 or older,"(40.48501028300046, -88.99771017799969)"
2018,Virginia,Percent of adults who engage in no leisure-time physical activity,30.3,65 or older,"(37.54268067400045, -78.45789046299967)"
2018,Connecticut,Percent of adults who engage in no leisure-time physical activity,23.2,55 - 64,"(41.56266102000046, -72.64984095199964)"
2018,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,30.3,35 - 44,"(34.74865012400045, -92.27449074299966)"
2018,Idaho,Percent of adults aged 18 years and older who have obesity,36.4,45 - 54,"(43.682630005000476, -114.3637300419997)"
2018,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,38.8,45 - 54,"(44.39319117400049, -89.81637074199966)"
2018,Indiana,Percent of adults aged 18 years and older who have an overweight classification,31.8,25 - 34,"(39.766910452000445, -86.14996019399968)"
2018,West Virginia,Percent of adults who engage in no leisure-time physical activity,14.7,18 - 24,"(38.66551020200046, -80.71264013499967)"
2018,Florida,Percent of adults aged 18 years and older who have obesity,39.4,45 - 54,"(28.932040377000476, -81.92896053899966)"
2018,Louisiana,Percent of adults who engage in no leisure-time physical activity,24.7,25 - 34,"(31.31266064400046, -92.44568007099969)"
2018,Kansas,Percent of adults aged 18 years and older who have an overweight classification,34.4,45 - 54,"(38.34774030000045, -98.20078122699965)"
2018,New Jersey,Percent of adults aged 18 years and older who have obesity,31.7,35 - 44,"(40.13057004800049, -74.27369128799967)"
2018,Delaware,Percent of adults aged 18 years and older who have obesity,18.4,18 - 24,"(39.008830667000495, -75.57774116799965)"
2018,Oregon,Percent of adults aged 18 years and older who have obesity,27.9,65 or older,"(44.56744942400047, -120.15503132599969)"
2018,Nebraska,Percent of adults who engage in no leisure-time physical activity,31.5,65 or older,"(41.6410409880005, -99.36572062299967)"
2013,North Carolina,Percent of adults who engage in no leisure-time physical activity,17.4,18 - 24,"(35.466220975, -79.159250463)"
2018,Maine,Percent of adults who engage in no leisure-time physical activity,19.0,35 - 44,"(45.254228894000505, -68.98503133599962)"
2018,North Carolina,Percent of adults who engage in no leisure-time physical activity,24.9,45 - 54,"(35.466220975000454, -79.15925046299964)"
2018,Missouri,Percent of adults who engage in no leisure-time physical activity,32.2,55 - 64,"(38.635790776000476, -92.56630005299968)"
2018,Florida,Percent of adults aged 18 years and older who have an overweight classification,33.4,25 - 34,"(28.932040377000476, -81.92896053899966)"
2018,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,30.7,18 - 24,"(37.645970271000465, -84.77497104799966)"
2018,South Carolina,Percent of adults who engage in no leisure-time physical activity,23.4,35 - 44,"(33.998821303000454, -81.04537120699968)"
2018,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,33.4,25 - 34,"(34.52088095200048, -106.24058098499967)"
2018,Idaho,Percent of adults aged 18 years and older who have an overweight classification,41.5,65 or older,"(43.682630005000476, -114.3637300419997)"
2014,Guam,Percent of adults aged 18 years and older who have an overweight classification,29.0,25 - 34,"(13.444304, 144.793731)"
2018,Delaware,Percent of adults who engage in no leisure-time physical activity,30.3,55 - 64,"(39.008830667000495, -75.57774116799965)"
2018,North Dakota,Percent of adults aged 18 years and older who have obesity,37.3,55 - 64,"(47.47531977900047, -100.11842104899966)"
2018,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,26.7,18 - 24,"(21.304850435000446, -157.85774940299973)"
2018,New York,Percent of adults who engage in no leisure-time physical activity,31.1,65 or older,"(42.82700103200045, -75.54397042699964)"
2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,39.5,55 - 64,"(35.47203135600046, -97.52107021399968)"
2018,Guam,Percent of adults aged 18 years and older who have an overweight classification,31.5,45 - 54,"(13.444304, 144.793731)"
2018,Alabama,Percent of adults who engage in no leisure-time physical activity,27.4,35 - 44,"(32.84057112200048, -86.63186076199969)"
2018,Idaho,Percent of adults who engage in no leisure-time physical activity,19.0,18 - 24,"(43.682630005000476, -114.3637300419997)"
2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,17.5,18 - 24,"(38.89037138500049, -77.03196112699965)"
2018,Alaska,Percent of adults who engage in no leisure-time physical activity,18.7,35 - 44,"(64.84507995700051, -147.72205903599973)"
2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,37.9,55 - 64,"(18.220833, -66.590149)"
2018,Alabama,Percent of adults aged 18 years and older who have an overweight classification,30.4,25 - 34,"(32.84057112200048, -86.63186076199969)"
